NAME,DINING TIME,RATING,REVIEW
JoseP,"Dined on September 3, 2022",5,"Excellent staff! Our sommelier provided very reasonable options to complement our orders, down to the sherry flight! Plates were served promptly and with just the right progression so we never felt overwhelmed or rushed. Our favorites were the razor clams, Foie Gras of course, bone marrow- all smacked led with umami, and the burrata defied expectations!"
realtyrob,"Dined on September 2, 2022",5,"AGAIN ON AUGUST 2022 DIEGO IS THE BEST SERVER IN TOWN.  HE SUGGESTED A LOT OF ITEMS WE DID NOT KNOW ABOUT OR DID NOT UNDERSTAND WHAT THEY WERE.  HE MADE OUR EXPEIRENCE WONDERFUL. ...... WENT BACK AGAIN JUNE, 2022.  SAT AT THE BAR.  EVEN BETTER THAN BEFORE, CHECK OUT THE PHOTOS.   Check out all of our reviews.  If we do not like it we do no review it so all of the ones you see are places that are fantastic.  Follow us if you like.  We had over 7 million views in 2021, over 13 million views in the first 6 months of 2022 and we thank you for that.  We don't get paid, we just love to eat.  Be sure to click on ""RobH"" at the top of this review to see all of them and to follow us if you like good food and FUN.  We love tapas places.  Think of it as just a bunch of awesome appetizers.  This place is the best one we have tried.  Diego was our server and he took the time to go through the entire menu for us because we could not make heads or tails out of the menu.  We suggest you copy some of our photos and ask for these dishes.  They were all really good.  We had a table but you can eat at the bar and watch the chefs and ask them what all the dishes are as well, but you cannot make a reservation at the bar I fear.  This place is awesome and we will return again and again.  Menu changes constantly but I posted ours below for your reference.  I still am not sure what we had, but OMG was it good.  Check out all of our reviews.  If we do not like it we do no review it so all of the ones you see are places that are fantastic.  Follow us if you like.  We had over 7 million views in 2021 and we thank you for that.  We don't get paid, we just love to eat.  Be sure to click on ""RobH"" on reviews on Google Maps to see all of them and to follow us if you like good food."
Becky,"Dined on September 2, 2022",1,"We went for a birthday dinner and was expecting nice food, warm service. We didn't get either. The food was expensive compared to its peers in the city, and the service was terrible. We waited at the table for more than 5 minutes before we got water, menu or anything. The wait between dishes was quite long and the server didn't apologize at all when they kept us waiting for so long, when they almost spilt water on my phone, when they dropped the bill at the table with a big bang. We wouldn't expect this level of service for a Michelin star restaurant."
Yousef,"Dined on September 1, 2022",3,"Service was great and the food was creative but a little fatty.  My wife and I had dinner at Casa Mono for her birthday. We booked it because it had a Michelin star and was nearby. The service was good but they didn’t do anything special for her birthday. The food was creative, cooked perfectly, and was served hot and was appropriately spaced out. The only issue was that the flavors were too strong for us or not cooked to our preference. For example, we would have preferred the duck more well (instead of medium rare), the pork belly was incredibly smoky without something fresh / acidic to balance it out, and the fish croquettes had an odd mushy texture we didn’t like.  It wasn’t for us but others might like it. We just expected more given the star and the price."
Heli,"Dined on September 1, 2022",4,Only downside is that itvis aa very small tapas-like menu. But the food is amazingly great.
OpenTable Diner,"Dined on August 31, 2022",5,Every time I go it’s a very good experience. The service is at top level and the food is great.
MesrobY,"Dined on August 29, 2022",5,Top 5 restaurants in nyc hands down
RyanF,"Dined on August 29, 2022",5,Everything we tried was amazing. The foie gras was to die for. The outdoor seating area has air conditioning which is great when it’s hot out.
Micheke,"Dined on August 28, 2022",4,A neighborhood goto which we always appreciate. The service we get thanks to LOVELY ANNA makes it a real treat! Every dish is flavorful and fun! I especially enjoyed the razor clams tonight! Casa Mono is a SURE THING if you are one who enjoys FLAVORFUL!
PaulaD,"Dined on August 27, 2022",5,"Great food, amazing wine selection, spectacular ambiance! No wonder why this place has a Michelin star. Congrats!"
DonnaM,"Dined on August 26, 2022",2,"I was surprised at how mediocre the food was. I hate to say it because I really wanted to like this place. It was recommended to me, but it really fell short. We got the uni and eggs - seriously lacking salt and the uni had no flavor! The mussels were so underwhelming too. The flavors just weren't there, they were not complex at all. The chorizo crumbles did not add anything to the mussels either. Only thing I enjoyed was the fluke crudo, but that dish alone did not make up for the whole meal. Wine was good, service was great. But it's super pricey and unfortunately, not worth it. Sorry, Casa Mono!"
OpenTable Diner,"Dined on August 25, 2022",5,We were recommended to pour a sip of Sherry into the bone marrow and drink it - it was incredible! A foodie’s dream for sure!
OpenTable Diner,"Dined on August 25, 2022",5,"Amazing experience, from the sommelier wine recommendations, food, and service.  Love the energy in the place, it’s always great to come back.  Best,  Johan"
ciarag,"Dined on August 22, 2022",5,Excellent service and fantastic memorable meal. Will be back! Our server gave us great guidance on the menu and it was a joy to be there last night.
DushyantR,"Dined on August 22, 2022",5,"Awesome afternoon/evening. Terrific service, food was consistently delicious as always. At the top of my go-to brunch spot list!!"
LaFleur,"Dined on August 21, 2022",5,"Great atmosphere, amazing food, wonderful selection of Spanish wines. Staff was very friendly and accommodating. Loved the razor clams, sepia, scallops, goat, pulpo."
mimi,"Dined on August 18, 2022",5,"Absolutely fabulous.One of the most unique meals we have had. The service was outstanding, our server picked out all the  small plates and each dish was amazing..A must return"
GordanaP,"Dined on August 17, 2022",5,"Food is great, mussels, oxtail stuffed peppers and pork belly are worth trying, but everything else is tasty too. Lively atmosphere and very attentive staff make a great dining experience."
OpenTable Diner,"Dined on August 16, 2022",5,Service is perfect. The tapas are imaginative and delicious. I love this place.
Eileen,"Dined on August 15, 2022",5,"In addition to the ratings above, the wait staff is incredibly professional and accommodating.  What a pleasure!"
TorreyG,"Dined on August 15, 2022",5,"Great as always! Loved this place for years , but didn't live in NYC. Once I moved here I was so happy to find that I was now only 4 blocks away! Great food, friendly service, wonderful wines!"
OpenTable Diner,"Dined on August 14, 2022",2,Waiter was rude.  Seat was jammed in corner
jz11,"Dined on August 13, 2022",4,Razor clams is the go to. Menu a bit overpriced but worth it in the end.
Timmy,"Dined on August 13, 2022",1,"Terrible food, tiny table, place too noisy and dark"
OpenTable Diner,"Dined on August 11, 2022",4,Not as good as expected for one star Michelin rester-aunt
MoniqueL,"Dined on August 9, 2022",5,Amazing food. You must try it.
realtyrob,"Dined on August 7, 2022",5,"Diego was an awesome server.  He is the best.  He recommends many dishes we had never heard of or did not know what they were.  We loved everything we had.  Thanks so much for another great experience.  Check out all of our reviews.  If we do not like it we do no review it so all of the ones you see are places that are fantastic.  Follow us if you like.  We had over 7 million views in 2021, over 13 million views in the first 6 months of 2022 and we thank you for that.  We don't get paid, we just love to eat.  Be sure to click on ""RobH"" at the top of our review on Google Maps to see all of them and to follow us if you like good food and FUN."
CraigG,"Dined on August 7, 2022",5,"Been here several times and I love to bring people for the first time. That so much can come out of such a small kitchen always astounds. If you have the chance to sit at the bar you it's like a small scale ballet. And the team is so welcoming and fun. This place is a gem and one of the great deals in NYC.  A Michelin Starred restaurant with no fuss, incredible food and unbelievable prices.  GO!"
KY362,"Dined on August 6, 2022",5,Marvelous food and great wine selections but the dining area was too noisy
WGM5,"Dined on August 3, 2022",3,"Casa Mono has a few tasty tricks up its sleeve, but the recipes are a far cry from traditional Spanish cuisine. Some of the dishes, such as the patatas bravas, are straight up unrecognizable.  A good venue for a night out given the proximity to Gramercy Park and pretty street tables overlooking Irving Place, but there are better places in the city for Spanish food."
Brunhild,"Dined on August 3, 2022",4,Service was excellent. Food great. Fabulous wine list.
MattT,"Dined on July 31, 2022",5,Not your typical tapas!
ACS12,"Dined on July 31, 2022",5,"Amazing food, highly recommend the soft eggs with urchin and the skirt steak. The chocolate dessert was also top notch. The waiters were very nice too"
OpenTable Diner,"Dined on July 31, 2022",5,Amazing hospitality and food!  Cheers to the whole team!
Rebecca,"Dined on July 28, 2022",5,one of my all time favorites in nyc! Highly recommend.
OpenTable Diner,"Dined on July 25, 2022",5,"One of our absolute favorite restaurants in the city!  Never disappoints!! (Except when they run out of those magnificent razor clams… our fault… we should’ve made an earlier reservation).  We sat outside in the enclosed street section.  The AC was a bit much, but since NYC was in the midst of a dangerous heat wave, we couldn’t really complain. The outside is also far less noisy than the bustling indoor dining area.  Can’t wait to come back!!"
Geoffrey,"Dined on July 23, 2022",5,3rd visit in 3 weeks. Can’t wait to go back
JacobS,"Dined on July 23, 2022",5,It was a special occasion but Brian and Juan was very helpful and also insightful in creating en extraordinary experience
SherryL,"Dined on July 20, 2022",3,"The food is outstanding as always. However, I was disappointed with the service.  I visited Casa Mono many times, and it always feels welcome and warm except this time.  I felt a little bit rush and the explanation of food was very ""minimal"".  It seems like the lady who serve us was lack of experience or was sort of ""cold"".  I hope Casa Mono not only provides the best quality of cousin but also remain good quality of services."
NimrodA,"Dined on July 19, 2022",5,My second time at this great restaurant was even better than the first! The food was amazing as was the service and ambiance.  Highly recommended.
OpenTable Diner,"Dined on July 19, 2022",5,"Casa Mono is one of our favorite spots.  The food is so creative and delicious and almost entirely gluten free and dairy free.  Some of the best sauces are made from goat or sheep cheese.   The sommelier asked all the right questions to pick the ideal cava for our meal. We sat outside tonight, but love sitting at the chef's table, for a good time."
dollnyc,"Dined on July 17, 2022",5,Casa Mono never fails to disappoint- it gets it right on every level! The ambience is cosy yet happening. The food is sensational- every mouthful is wonderful! The service is always exceptional.   It’s a New York City institution!
OpenTable Diner,"Dined on July 16, 2022",3,Plates too small for $30
oenophiles,"Dined on July 16, 2022",5,"An outstanding restauarant, Perhaps the best Spanish cuisine in NYC.  Certainly the best spanish wine list i n NYC. Wonderfully authentic food, accompanied by an especially friendly staff (Antonio especially). A neighborhood gem."
yuliam,"Dined on July 13, 2022",4,Very small place be prepared
OpenTable Diner,"Dined on July 12, 2022",3,"Nice restaurant, great food. Unfortunately, they don't have Cod croquettes available but they are on the menu, and no brown sugar."
realtyrob,"Dined on July 11, 2022",5,"WENT BACK AGAIN.  SAT AT THE BAR.  EVEN BETTER THAN BEFORE, CHECK OUT THE PHOTOS.   Check out all of our reviews.  If we do not like it we do no review it so all of the ones you see are places that are fantastic.  Follow us if you like.  We had over 7 million views in 2021, over 13 million views in the first 6 months of 2022 and we thank you for that.  We don't get paid, we just love to eat.  Be sure to click on ""RobH"" at the top of this review to see all of them and to follow us if you like good food and FUN.  We love tapas places.  Think of it as just a bunch of awesome appetizers.  This place is the best one we have tried.  Diego was our server and he took the time to go through the entire menu for us because we could not make heads or tails out of the menu.  We suggest you copy some of our photos and ask for these dishes.  They were all really good.  We had a table but you can eat at the bar and watch the chefs and ask them what all the dishes are as well, but you cannot make a reservation at the bar I fear.  This place is awesome and we will return again and again.  Menu changes constantly but I posted ours below for your reference.  I still am not sure what we had, but OMG was it good.  Check out all of our reviews.  If we do not like it we do no review it so all of the ones you see are places that are fantastic.  Follow us if you like.  We had over 7 million views in 2021, over 13 million views in the first 6 months of 2022 and we thank you for that.  We don't get paid, we just love to eat.  Be sure to click on ""RobH"" in Google Maps review of this Resturant to see all of our reviews and to follow us if you like good food and FUN."
OpenTable Diner,"Dined on July 11, 2022",5,"Food was incredible, service was great, and definitely recommend the air conditioned outdoor setting in the summer"
OpenTable Diner,"Dined on July 10, 2022",5,"Good quality food , nice service"
Vincent,"Dined on July 7, 2022",5,"Great Pulpo & Scallops, The Food is Great as Always"
OpenTable Diner,"Dined on July 4, 2022",5,Date. It was a little too loud but the food was really good.
AlexB,"Dined on July 3, 2022",5,A wonderful dinner. As good as it has always been.
Claudia,"Dined on June 29, 2022",5,"We had a wonderful time!  The food was outstanding, as usual.  The server was knowledgeable about the menu and able to recommend what and how much to order for sharing.  The sommelier was also excellent and introduced us to a traditional style Spanish wine that we adored.   We will be going back soon."
TravelAce,"Dined on June 29, 2022",4,"The food was, as expected, absolutely wonderful. The server and staff were friendly, professional, and quick. I was disappointed that I was basically put in a box on the street with the AC not turned on til I was seated there, in the middle of summer, even though there were tables that remained empty on the sidewalk and in the restaurant itself during my entire meal. Really it kinda marred the rest of the experience… but as noted the food/drink were wonderful and the staff was friendly when they’d visit me sitting all alone in my hot box on the street."
LaurieS,"Dined on June 28, 2022",5,"We were seated in the outdoor covered section and it was like sitting in a private dining room. It was cozy, air conditioned and not as noisy. We were disappointed at first that we would not be in the main restaurant? But we’re pleasantly surprised how much we enjoyed the space!"
takechan,"Dined on June 27, 2022",1,"The food was surprisingly terrible.  Three 1.5-inch scallops cost over $ 30.  When I went the other day, I was poking four.  I'm not good at grilling duck.  The food is not stable."
StacyJ,"Dined on June 27, 2022",3,Kjust super busy and kitchen got way backed up and good came out late and one at a time.
PraveenG,"Dined on June 26, 2022",5,A great Spanish restaurant with flavorful food! Amazing wine selection as well!
EmmaG,"Dined on June 26, 2022",1,"The food was insanely overpriced and not good. The wait staff was rude, when we asked for menu suggestions the waiter fired off a bunch of things in an almost comically fast speed and was frustrated when asked to repeat one of the dishes he listed. Also rolled his eyes at another point and acted like we were inconveniencing  him throughout the meal. Had to ask repeatedly for our water to be refilled on a hot day. I never write reviews but this was just SO BAD. Don’t goo"
OpenTable Diner,"Dined on June 24, 2022",5,"A great afternoon meal - good wines, bone marrow a must!"
IvanG,"Dined on June 24, 2022",4,Excellent food.  Great variety. Great presentation.  Fabulous wine selection.  Juan the wine expert was very attentive and knowledgeable.  Service was a bit slow as the waiter had too many tables under his watch.  This was mentioned to us by the waiter himself.
LindseyH,"Dined on June 21, 2022",3,"I asked for an outdoor table in the reservation, and we were placed outdoors, but in a little building on the street. It was noisy and hot and felt like we were having a fancy dinner in a portable classroom. I asked whether we could be moved to an actual outdoor table and was told that there was no space. The ambience was pretty disappointing."
Luvfood,"Dined on June 19, 2022",3,The food disappointed despite the Michelin star. Bone marrow was scant and I did not see the beauty in a fish egg topping… the potatoes brava were soggy. The charcuterie was fatty   Lovely spot. Amazing basque wine. Great service. So…. Would choose food selections differently were we to return.
JuancitoCaminador,"Dined on June 18, 2022",5,Highly recommended by a restaurateur friend did not disappoint. We chose 4 plates which were perfectly timed to arrive to our table as we finished savoring each previous one. Do allow yourself time to discover the flavors of each dish. Great wine list!
EddieS,"Dined on June 18, 2022",5,"We booked a date night reservation before seeing a live music show and could not have picked a better place.  Our table outside was in a great location with a pleasant view of the neighborhood.  Our server, Ana D, was friendly, fun and super knowledgeable about all of the menu items and her wine knowledge was superb.  We would highly recommend!"
Elinak,"Dined on June 17, 2022",5,"Fantastic experience all around. Delicious, cozy, attentive"
AntolDargi,"Dined on June 13, 2022",4,"The ambience of Casa Mono is wonderfully European, I felt transported from the general NYC restaurant vib. They give you real menus! We had high hopes for the food but three of the dishes pictured on the website menu, which we hoped to order were not being served (... and we got three different reasons for why the dishes were not available). The scallops were served first and very good, but from there it went down hill. Patatas Bravas, so loved by my husband during our summer in Barcelona, were a far cry form even tasting like potatoes and it was not because of the intense smoked paprika sauce rather the way the potatoes were cooked, dried out and devoid of their flavor.  We were surprised and disappointed. The three small pork Albondigas were flavorful sitting in a heavy sauce which my husband liked.  We ordered the peppers stuffed with oxtails which also didn't hit the mark; only two, not three,  small shrunken peppers without much oxtail, swimming in a sweet, not savoy, sauce. I liked my vino blanco recommended by the waiter, and the Crema Catalana had a fantastic burnt sugar flavor.  The service was very good all around.  I would go back for the ambience, but also call the day of to make sure the dishes listed on the menu are actually being served.  xoxo"
HUIZ,"Dined on June 12, 2022",5,Everything is delicious and unique as always!
Giovanni,"Dined on June 11, 2022",5,The food was beyond great. The staff added the finishing touch to a spectacular dining experience!
Hoockie,"Dined on June 10, 2022",4,Food was good. We were sat outside so felt a little forgotten about on the service front but good overall
SherryL,"Dined on June 9, 2022",5,Tapas are delicious with outstanding quality. Antonio is very friendly and provides good wine suggestions.  We had a wonderful anniversary lunch and definitely will go back again.
OpenTable Diner,"Dined on June 7, 2022",3,Long delay on the last three dishes (all dishes were ordered at the sane time)
OpenTable Diner,"Dined on June 6, 2022",5,The food was good. My friend is allergic to shellfish and so somewhat limited because I love the Razors and the mussels.  The pork belly was good!  The pulpo was disappointing. Very little pulpo (more like a fennel salad) and could taste it as it was smashed and thin.  The rest was all good.
OpenTable Diner,"Dined on June 6, 2022",5,"Outstanding , great food, ambiance."
yumyum255,"Dined on June 5, 2022",2,Not worth the Michelin star ... food was very uneven ... some great but some not ... service was underwhelming ... for the price and star definitely not what we expected.
OpenTable Diner,"Dined on June 2, 2022",5,Casa Mono never disappoints. The sommelier was great but our server though present just didn’t seem like he could be bothered.
Ernesto,"Dined on May 30, 2022",5,"As always, simply the best tapas available in New York City"
Hubert,"Dined on May 30, 2022",2,"Greasee, bad taste combinations. Bad ambiance; you can tell the staff is unhappy."
OpenTable Diner,"Dined on May 30, 2022",5,We can’t stop coming here. Always new small plates to try that blow us away each time. And the wine list is endless. Perfect for an outdoor summer meal
anvasqu,"Dined on May 29, 2022",4,"The food was scrumptious but the service was awful. We were seated outside so not sure if that had to do with it. We had to go inside to fetch our server twice. At some point during our meal our table was full of dirty dishes that no one had picked up. The server passed by and instead of taking some of the dishes, he said he would send someone to pick them up ( another 10 mins). To be a one star Michelin restaurant, the service was sub-par."
mofau,"Dined on May 29, 2022",5,The food is fantastic. Interesting flavors. I wanted to order everything on the menu! One of best meals ever. I love this spot!
BernardE,"Dined on May 29, 2022",3,2 hour meal. Innovative attempts but many of the dishes don’t ultimately come together. A bit surprisingly given it’s Michelin Star.
OpenTable Diner,"Dined on May 28, 2022",2,Not worth it. Service was very poor and unfriendly. Won’t be going again.
Daniel,"Dined on May 28, 2022",5,"Amazing food and flavours, great wine selection. Recommended"
YaelD,"Dined on May 26, 2022",5,As usual we enjoyed our dining experience and were very satisfied.
KevinL,"Dined on May 26, 2022",5,Food was amazing as always and the wine experience was even better than usual!
DavidWV,"Dined on May 22, 2022",5,"Excellent. 3rd time visiting. Quick food service, fitting wine recommendations, lovely neighborhood and outdoor seating."
JuanMartinez,"Dined on May 21, 2022",5,El mejor restaurante Español en Manhattan.
Bsmo,"Dined on May 19, 2022",3,I have had a lot of Spanish food and this place is pretty average. Wouldn’t be an issue if they charged accordingly but for the price you can do a lot better. They do have fantastic olive oil though.
SharonF,"Dined on May 18, 2022",5,Food is absolutely delicious. Charming ambience and professional service.
PalomaM,"Dined on May 18, 2022",5,"Outside is very cool, but with wind it’s better with a sweat but very cool & romantic for 2 people ! Inside more intimiste   Food 20/20 Wine 20/20 Service 20/20 People 20/20 Perfect ! A real surprise food is unbelievable !!!"
SheilaT,"Dined on May 16, 2022",5,Menu was interesting and everything was an explosion of flavor in your mouth.
KiranK,"Dined on May 15, 2022",2,Very disappointed with our waiter and his attitude. Prior experiences were great. This guy didn’t seem to think customers needed to be treated with a moniker of respect.
Nacho,"Dined on May 15, 2022",1,"The service was poor in general. The waitress misled us on recommendations, forcing us to take 2 or 3 plates per person regardless of how hungry were we.  The quality of the plates was pretty bad, and will not pass the review of any Spanish person. For example, the pan con tomate, was a super basic appetizer; the bread was hard/old, and the tomato and olive were not right. This place would not survive the review of a Spanish person based on the receipts, quality of the food, and overall service (5/14/2022)."
JohnA,"Dined on May 14, 2022",5,"Great experience-sat outside, so noise was not a factor. Service was attentive and made solid recommendations from the diverse menu. The sommelier helped pick out a perfect wine to pair with a variety of the tapas items (2014 Lacima Rabeira Sacra, medium bodied, mineral, highly recommend). Shishito peppers, scallops, pork belly and skirt steak were all very flavorful and generous portions for tapas. We will be back!"
MegK,"Dined on May 14, 2022",5,We had an absolutely wonderful time celebrating my sister’s bachelorette. The servers were so helpful and really made the experience worthwhile. The food is to die for. I’d recommend to anyone who is looking for a great date night or a cute place for light bites.
EricZ,"Dined on May 8, 2022",3,Food quality was uneven. Some dishes were too greasy and over-flavored
MelissaM,"Dined on May 8, 2022",4,The food was good but a bit underwhelming - we came in with high expectations.
Disappointed,"Dined on May 8, 2022",3,Poor Quality of the service requires immediate management attention
OpenTable Diner,"Dined on May 7, 2022",4,"We just didn't love the food... I was nostalgic for Spanish tapas but a few dishes seemed to miss the mark. I wasn't a fan of the mayo and it was on almost every dish -- croquetas, fideos, bone marrow, meatballs. Also simple dishes like patatas bravas were trying to be too up-leveled when all I desired were crispy fried potatoes to dip in a combo of mayo and red sauce. Instead they were roasted and doused in a tomato sauce that was just too over powering. We ate one and let the rest sit.   Pan con tomate and fideos were the 2 dishes out of 6 we enjoyed. I don't think the food is bad, it just wasn't taking me back to my time in Spain and that's why I just didn't love it. Maybe we ordered the wrong things or maybe we my memories of tapas are faulty..."
Portia,"Dined on May 6, 2022",4,"The food is wonderful and the place is charming. It is very pricey, with generally small portions. The people working there are lovely but they may be under-staffed (like everywhere), we had to beg a waiter to take our order. They were very classy when we stayed chatting for a long time."
KarimE,"Dined on May 3, 2022",5,"Person welcoming was not a pleasure to work with, he told me to wait outside for the second person of a party of 2 while the restaurant was empty and the table was free, never experienced at casa mono before"
OpenTable Diner,"Dined on May 1, 2022",5,Everything was amazing!
RonaldM,"Dined on April 27, 2022",5,"Superb in every way Award winning menu,  Wait staff and wine list"
ESim,"Dined on April 24, 2022",3,Server very haughty. Food mediocre. Ambiance was pleasant.
OpenTable Diner,"Dined on April 21, 2022",5,Everything was amazing and delicious. The service was great!!
OpenTable Diner,"Dined on April 20, 2022",5,"Great place, amazing food."
MSBP,"Dined on April 19, 2022",3,"Excellent service, average food, good if you like sauces and strong flavours, bad if you hate garlic"
BrianE,"Dined on April 18, 2022",2,"For a Michelin-starred restaurant, the service was very poor - we were handed cutlery directly rather than it being placed on the table, courses were not explained, a number of dishes were not available, sides of patatas bravas were not delivered until ten minutes after all other dishes were finished despite us asking for them earlier, and there were other issues. The food itself was fine without being outstanding. We were sat outside and felt somewhat forgotten by the staff. It is not the equivalent of starred restaurants we have eaten in before, and in many ways is quite far from it. Our last meal in a starred restaurant was twice the price but ten times the experience."
ronald,"Dined on April 18, 2022",5,we asked about a dish that wasn't on the menu and our server checked on it for us. we were able to order it and really enjoyed it
LeonardoM,"Dined on April 18, 2022",1,"The worst service in a starred Michelin restaurant. The waiter took our order and disappear, when asked the manager about it, he responded arrogantly: what is problem? . We repeated the waiter never came back, and again responded what is your problem. Unacceptable attitude of any restaurant. Shame because we liked the place and had been there many times. Michelin take your name from this establishment"
JoseC,"Dined on April 17, 2022",5,"Amazing expirience, Food Delicious  and the service was increddible. Timing of the Tapas an order was excelent."
kimichurri,"Dined on April 16, 2022",5,"Casa Mono has amazing tapas and an unpretentious vibe.  My husband and I came in on a Friday night that was perfect for outdoor seating, but since our reservations were for indoors, we just stuck with it--which turned out to be the right decision as we got to sit right next to the open tapas kitchen (and I love watching all the action).  The host was very courteous and accommodated us despite being early.  Our server was engaged and always ready for us.  She even offered to have the sommelier speak to me even if it was just me drinking for the night.  The sommelier was likely very engaging and knowledgeable, and offered me a red wine that was just what I was looking for from their noteworthy and expansive wine list.  Our table was never crowded or cluttered as it was bussed with perfect timing.  Now, onto the food.  A small plate of bread and olives are on the house to start, and they'll give more if requested.  We began with a plate of jamon serrano--our standard pick at every tapas place.  In addition to this, we got the crudo fluke, the duck egg with black truffle, the lamb belly, and foie gras with cinco cebollas.   They were are all great and flavorful, however, it was the razor clams ala plancha and fideos over clams that stole the show.  Both are a must-try.  The menu had a whole lot more tapas I wanted to try, but we were already full by the end of our course.  Because we were full, we decided to skip dessert.  Perhaps next time we can try some!  We are definitely coming back!"
PriyankaD,"Dined on April 14, 2022",5,The best restaurant experience in NY. Service was extraordinary!
PodF,"Dined on April 11, 2022",5,Excellent food and service as always.
JoeR,"Dined on April 10, 2022",5,"Casa Mono is our “go to” whenever we’re in Nee York. Can’t wait to visit again. We love everything, every time."
SarahG,"Dined on April 9, 2022",5,"I met with some friends at Casa Mono and although most of them were late, the staff was super friendly and patient. We had a really good time there and the food was amazing! I will definitely come back to try out the whole menu."
Beau,"Dined on April 6, 2022",5,Outstanding
SorGon,"Dined on April 5, 2022",5,Food was delicious and perfect size! Waiter was helpful and attentive.
OpenTable Diner,"Dined on April 2, 2022",1,Not good experience
OpenTable Diner,"Dined on April 1, 2022",5,"✨🇪🇸had such a great time like always, I always come back & the food is amazing!"
LuisF,"Dined on March 31, 2022",1,"Just bad quality Spanish food. None of the things order were very good. Croquetas really average, the 50$ jamón pata negra was really disappointing and not even close to what can be expected. Little Spain is so much better…"
JdGNYC,"Dined on March 30, 2022",5,Our service was tremendous.
OpenTable Diner,"Dined on March 29, 2022",4,The food is amazing
CeciZ,"Dined on March 27, 2022",5,Mejor lugar de NYC. Best place in NYC
Aquarian87,"Dined on March 27, 2022",4,Good culinary skills meets great service to create Casa Mono! Check it out!
NorbertW,"Dined on March 26, 2022",5,"Food is always great, with an interesting menu and friendly staff"
WalterC,"Dined on March 26, 2022",5,Great small plates restaurant. Service was very good with excellent recommendations. The creamy eggs and the octopus were particularly good.
RachelM,"Dined on March 24, 2022",5,"One of the best, consistently amazing restaurants in Manhattan!  Casa Mono never disappoints.  Always fresh. Innovative food that challenges the palette!  It’s a don’t miss if you’re only in town for a few days!  Best seat in the house is at the bar!"
OpenTable Diner,"Dined on March 22, 2022",5,Amazing and fabulous food
JoshF,"Dined on March 22, 2022",5,"Always delicious, staff is friendly, and the wine list is comprehensive.  One of my favorite places in the city, and I always recommend it to friends."
JamesC,"Dined on March 21, 2022",4,"Service was amazing!! Our server helped up navigate the food menu and wine list, guiding us to make some incredible selections."
OpenTable Diner,"Dined on March 19, 2022",5,"So great! Best razor ever had. Foie gras reached Michelin level, despite its a tapas. A little bit upset that bone marrow was sold out, but overall the restaurant is outstanding that gives me a good experience simply by well designed tapad"
OpenTable Diner,"Dined on March 19, 2022",5,Always excellent in Cusumano
passionnate,"Dined on March 18, 2022",5,"Had a great time here. We ordered several things off the menu and everything we had was delicious. My favorites were the egg with uni, confit goat, and sobrasada. We sat outside and they seemed to forget about us - took us a while to get refills on water and about 30 minutes to get our check."
StephenB,"Dined on March 18, 2022",5,Great great food- the sommelier was so helpful and knowledgeable
Daniel,"Dined on March 17, 2022",5,"Food was super yummy, the waiter recommended great tapas. Wine was awesome, super helpful sommelier who had great suggestions and not pretentious at all."
GastroPup,"Dined on March 17, 2022",5,"Food was fabulous, service excellent, always a treat!"
RadhikaJ,"Dined on March 16, 2022",5,The food was excellent. It was my second time. I was not disappointed - only problem is thzt sitting outside food was lukewarn to  cold when it came to the table. Thry should pethaps cover the dishese
christianb,"Dined on March 11, 2022",5,"Year after year, visit after visit, this remains one of my go to places to dine for a business lunch or dinner. Consistency, quality, service always top notch!"
Nikki,"Dined on March 11, 2022",5,Everything about this place is amazing. The service is phenomenal and the staff is great at guiding you through the menu. Our server made great recommendations and was honest in regards to how much we were ordering for 5 people. The wine somm was also fabulous. Great selections and catered to the whole group. 10/10 all around
OpenTable Diner,"Dined on March 11, 2022",5,The absolute best and service!
RobinD,"Dined on March 9, 2022",5,Love sitting at the bar watching the chefs prepare the masterpiece of dishes.  Grab a bottle of wine and sit back and enjoy every plate you receive. Always start with Pan con Tomato and Razor clams!!
GayleL,"Dined on March 9, 2022",5,"The food, the atmosphere and the service were all excellent!"
MelP,"Dined on March 7, 2022",4,"As always, excellent food, terrific service, very accommodating for outside seating"
NKS203,"Dined on March 7, 2022",5,Food was top notch. Fresh and well prepared. We sat in one of the outdoor structures and there was plenty of heat and they piped the music in too! Staff was very attentive and professional. Will definitely go back!
ClydeT,"Dined on March 6, 2022",5,"I’ve been to Casa Mono Mono dozens of times. It has never disappointed me. The food is perfectly prepared and the service is excellent. The restaurant is small and tonight it was packed, but the food made the experience worth it. It is one of my favorite NYC restaurants."
OpenTable Diner,"Dined on March 6, 2022",5,We absolutely love it here.
OpenTable Diner,"Dined on March 5, 2022",5,Great sommelier service and food was excellent
NDAS,"Dined on March 5, 2022",3,A nice Spanish restaurants by all accounts but this was the noisiest and least worthy of a star Michelin restaurant we went to. All waiters were nice but some were not wearing masks.  The food was good but not exceptional. Tables were too close to each other and seating was generally uncomfortable. Only the wine deserves some credit.
OpenTable Diner,"Dined on March 4, 2022",5,The food is the best.  The service and host were just epic.  We had such a good time.
ScottC,"Dined on March 3, 2022",5,Very quaint European Dining experience. Enjoyed the  menu variety and the extensive wine list. Very much recommend.
Artfreak,"Dined on March 2, 2022",5,Everything was perfect. The server was attentive and knowledgeable. The noontime vibe of a place for locals was attractive. The plates were original and wonderful.
