NAME,DINING TIME,RATING,REVIEW
Lilcherry2,"Dined on February 16, 2020",4,"The food was good but I expected better. I guess since it was Valentine’s Day and they had a pre-fix menu. We got there a little earlier than our reservations and had to wait an extra 10 min after our scheduled time. The place was pack but the seating arrangements could of been more intimate for couples. Some tables were literally right next to other couples u can hear their entire convo. Overall it was a good experience, will be back."
OpenTable Diner,"Dined on February 16, 2020",1,I made reservations about a month in advance to dine here on Saturday the 15th
ChelseaB,"Dined on February 15, 2020",5,"It was great. They have a good selection of hip-hop music, which I loved. It’s well-decorated and has dim lighting, so very romantic for date night. Came here on Valentine’s Day and loved it."
OpenTable Diner,"Dined on February 15, 2020",4,"I went on Valentine’s Day and although it felt like forever in heels, the wait wasn’t that bad. There are two parking garages available so that wasn’t a problem. We had the steak and the salt and pepper fried lobster...everything was delicious and the froze roll drink was great as well. Every couple got a red velvet cake for desert and the women got a long stem rose at the end of the nice. Overall the experience was great. I’d definitely go back."
TalurP,"Dined on February 15, 2020",3,There was no heat on the entire time I was there. I was seated next to the door and it was freezing
RachelL,"Dined on February 15, 2020",4,The food was amazing !!!! My only recommendation is that I wish there was more space especially the table space
nique,"Dined on February 15, 2020",5,The food was excellent   Was overall a good vibe. I will be returning soon.
BrooklynFoodieLi,"Dined on February 15, 2020",5,Would recommend 10/10 great service and customer care.
Queen,"Dined on February 15, 2020",5,This was our 2nd time visiting BCH and we love it!  The food is amazing!  The ambiance and atmosphere is wonderful!  We will be going back again soon!😊❤️
GeorgeA,"Dined on February 15, 2020",2,My issue was opentable nor chop house said it was a 175.00 fixed valentine menu only when I did the reservation.  Not happy.
SusanP,"Dined on February 15, 2020",3,Made a reservation for Valentine’s Day and apparently they decided to turn that into a prix fixe menu. $175 for two people and they did not mention that when you made the reservations. So we had Perused the menu and picked out all the things that we wanted to order but were stuck getting what they wanted us to eat instead of what we wanted to eat. We got there at 4 PM and it wasn’t even half full.  they offered to let us buy extra food from Menu if we wanted to get a steak but Not only steak. servers were nice but distracted.  The food ended up costing more prix fixe then it would have if we just order it off the menu. That place is jam packed with so many little tables that aren’t even big enough to hold the food.  Literally every inch of the table Realestate was covered up and plates were hanging off the edges. There’s no way the waiters can efficiently move around because there was no space to squeeze in between people and they were constantly having to bump into peoples chairs to get by. I’ve literally never seen anything like it. upstairs had a speaker cranking out very loud music. The food was just OK. The salt and pepper lobster Supposedly 2 pounds was mostly shell they literally cut up the lobster with the shell on it and deep-fried it. Except there was only two pieces of tail in there which means they took out the good parts and deep-fried everything else. No seasoning. It was so terrible. What a waste of $400 for TWO people. I will never be back.  Im so disappointed-based on the reviews I thought It was going to be fantastic.  We ordered a ribeye for an extra $70 because that’s what we wanted originally.  It was cooked perfectly but there was literally zero seasoning on it and they don’t even have salt and pepper on tables. plain meat flavor. Yuck.  Restaurants like this get so greedy during the holidays and don’t think of the customers.   That place was a literal fire hazard of jam packed tables. Horrible experience all around.
JAMESE,"Dined on February 15, 2020",5,Food is amazing
dianaH,"Dined on February 14, 2020",2,No waiter showed up. Eventually got assigned one after 20 minutes. Dumplings were good. Surf and turf was very disappointing. Meat wasn’t flavored and the sauce was on/under both items. Having your surf and turf taste similarly is just wrong. Tried to end on a positive note with a sweet treat but the hot fudge sundae was made with cold fudge. #pointless
JaniceF,"Dined on February 14, 2020",3,"Its a high priced asian food! Same taste as the corner store asian food though. Drinks were ok. Music was loud and songs were vulgar. Should get a DJ, sound like it was playing on a home stereo."
Bree,"Dined on February 13, 2020",5,"Love the dim lighting and music! And the warm towels at the end of dinner, perfect."
SteveL,"Dined on February 13, 2020",5,Food was great staff great nothing bad to say. Would def recommend
OpenTable Diner,"Dined on February 12, 2020",4,"I was so excited to be visiting NYC for my boyfriends birthday  in fact I was a bit confused by how terrible our service was. Once seated we were not greeted for AT LEAST 10-15 minutes. Given it was busy I let it go and was patient, however even once the service did begin the service I noticed right away our server seemed not-so-thrilled. We started with the Satay, and lamb dumplings. We also got two cocktails ; the “blackberry smash”, and the other one was called “This Side of the Bridge”.  Drinks were absolutely amazing but server Did not feature or highlight any of them. Not only did he not go into depth about any of the menu items, but he also hardly came over for quality checks/table manicuring. HUGE No-No when you have guests that are spending big & traveling FAR. Server was very judgmental & negligent. Maybe too tired from fashion week?   I am writing this review not because I didn’t enjoy the food, drinks, or ambiance, but because I HATED everything about our service. To top that off it was very clear who the GM/Owner was. He was dressed very nicely and seemed to be checking in on tables however I noticed he ONLY interacted with 1 table the entire time we sat! I probably starred this guy down atleast 5 times desperately trying to give him the cue to stop by our table and ask how it was going. Instead he would glance back without ever coming over, or just outright not even look back. I felt very annoyed knowing I traveled to specifically eat at HIS restaurant and not even one time were we approached by the GM/Owner. I really expected more and I would have loved to leave 22% as the food  but that service (not so much)."
GregoryK,"Dined on February 9, 2020",3,"service wasn't great, ambience was decent, quality of food was decent but the menu was way overpriced. Dessert was also uninspiring."
OpenTable Diner,"Dined on February 9, 2020",5,I absolutely love it there. Went twice already and am going back in 3 weeks. The food is delicious!!!! Everything taste great!
ShariF,"Dined on February 9, 2020",4,I thought the vibes were nice but the tables were too night. Hard to get in and out.  Good food and presentation. Liked my mixed drink as well.  Should also have parking discount jf going to restaurant
Camjam85,"Dined on February 8, 2020",5,"I had a great time, good music, great food, an experience definitely worth having!!!"
ChrisD,"Dined on February 6, 2020",5,"One of my favorite new restaurants that I will add to my short list. I enjoyed my visit very much so and my server was amazing to say the least. Chef the short ribs were amazing and with the noodles it was a home run! Bartender made my spicy margaritas just how I like them and the rest is history. Special thanks to the BOH team, busboys & hostess.  Last but not least thank you Stratis and thank you for your great hospitality. Best, Chef Dreams P.S wait the Short rib buns wth, super super must eat when I visit again:)"
Shelly,"Dined on February 6, 2020",5,This is my 3rd time at the restaurant and my experience is always the same. The food is amazing. The service not so much. The servers are always friendly but they need to work on timing. For example every time we go we have to find our waiter. This time we waited 45 minutes before someone came to take our order. But this will not deter me. I will keep going because the food is worth it.
DonnaG,"Dined on February 5, 2020",5,Ladies night!
RobP,"Dined on February 3, 2020",5,"Great good, service and ambiance! Will definitely return"
StacyW,"Dined on February 2, 2020",4,My only problem was I reserve a table at 9.30pm and I still had to wait to be seated. For my party of 6 we didn’t sit until 10.45pm.  Saturday it was pack! The food was great the music
OpenTable Diner,"Dined on February 2, 2020",5,"I went for my birthday dinner. Although we were seated 45 mins after our 9:30 reservation the service, ambience and food made up for it. I throughly enjoyed myself at Brooklyn Chop House."
MyraO,"Dined on February 2, 2020",5,All around the perfect combo! Definitely returning as every dish that came by us looked delicious!
Mandi,"Dined on February 1, 2020",1,The vibes throughout the space were excellent but save yourself a few hundred dollars and eat at home. The food was absolutely disgusting.
Amanda,"Dined on January 30, 2020",2,The interior is great however the food and service was not good.
OpenTable Diner,"Dined on January 30, 2020",4,Delicious small plates for appetizers. The menu had so many delicious options- it was difficult to choose. Excellent service.
OpenTable Diner,"Dined on January 28, 2020",5,"It was awesome , a bit expensive but overall good"
doonesbury,"Dined on January 26, 2020",3,Delicious dumplings.  Would recommend the french onion soup ones.
OpenTable Diner,"Dined on January 26, 2020",5,Good place to have a birthday dinner!
nikkis,"Dined on January 25, 2020",1,"Had an 8pm reservation we were not seated for 40mins.  The drinks were terrible! The waiter was moving so fast he often got things wrong. The food arrived ice cold. We actually took two bites, paid the bill and left the food.  Unfortunately, I would never recommend."
Rozzy,"Dined on January 25, 2020",4,The Rice for 2 could have been a bigger portion   The frozen slushy drink was not too tasteful/good  It was a pleasant and nice time with my husband. They were nice and respectful!
MiMi,"Dined on January 24, 2020",5,"It was nice I enjoyed myself, food was good!"
OpenTable Diner,"Dined on January 24, 2020",5,"Total food coma. The portions are huge. I ordered the rock shrimp appetizer which was delicious but had to have 20 shrimp in the order. I had no room for my ribeye which i nibbled at and had to take home. Great food in large quantities for fairly reasonable prices for a steakhouse. Definitely on the keeper list, preferably with more people lol"
Kishab,"Dined on January 24, 2020",5,The ambience and service is always superb.
Birthday,"Dined on January 23, 2020",5,I already recommend friends an family my experience was excellent food was great
OpenTable Diner,"Dined on January 23, 2020",5,"First date, would’ve been perfect the waiter didn’t put our food orders in and wasn’t warm."
KimS,"Dined on January 22, 2020",5,"I would recommend Brooklyn Chop House to friends, it's also a good restaurant to host family and friends visiting from out-of- town.  I enjoyed the service and ambiance."
peter,"Dined on January 22, 2020",5,Excellent all around!! A must try restaurant ! It wont disappoint!!
OpenTable Diner,"Dined on January 19, 2020",5,Best waiter ever. The hostess was so rude about our reservation and acted as if there was no table for us. But our waiter was amazing and our food was delicious. Definitely would recommend and I would go back.
OpenTable Diner,"Dined on January 19, 2020",5,Food is amazing and so is the music and staff !
AliciaS,"Dined on January 19, 2020",5,The service and food was phenomenal. I’m definitely going again in the near future.
RamelL,"Dined on January 19, 2020",4,Food was good. Service was average. I would give it another shot.
AshleyB,"Dined on January 18, 2020",5,"This was my first time there and I had a great experience. Our server was good, the food was great, and the music was on point. If I lived in NY, I would definitely be there every week!"
CourtCourt,"Dined on January 17, 2020",4,Had a lovely time dining. The food and drinks were good.
LobsterLover,"Dined on January 16, 2020",5,"My new favorite spot in the Financial District!  Love, just love this place."
OpenTable Diner,"Dined on January 12, 2020",2,Waited for 40 mins to be seated when had reservation. Service was fair but not the best experience
leonardor,"Dined on January 12, 2020",4,Tables in there was so closed together felt tight. I remember the place being a Denny’s restaurant it was never tight more space . Food was good not worth the price .
OpenTable Diner,"Dined on January 11, 2020",4,Amazing customer service
Brandon,"Dined on January 8, 2020",5,Great experience! Food & service was outstanding!
Marcus,"Dined on January 6, 2020",5,Good food  Natural fruits in drinks can be overbearing
OpenTable Diner,"Dined on January 6, 2020",5,It was my boyfriend’s bday...
OpenTable Diner,"Dined on January 5, 2020",3,4th time here In 2months because it has become my favorite! The food did not taste the same. I was disappointed! And they left the sticker on my lemon (dusse side car).
OpenTable Diner,"Dined on January 4, 2020",5,"Exceptional service! I was super impressed,  unexpected steak house Menu!  I have to say it again, Exceptional Service!  Steven our waiter was superb, he did  everything so effortlessly! So smooth along with  making the perfect recommendations.   I will be dining again at the end of the month!"
TracieB,"Dined on January 4, 2020",5,Birthday celebration for my granddaughter..4 of us we all lovèd everything about this place...a little pricey..but dont regret going at all
OpenTable Diner,"Dined on January 4, 2020",4,Birthday dinner with friends and family the was too long to be seated
OpenTable Diner,"Dined on January 4, 2020",4,I would go back! They are attentive to your needs
OpenTable Diner,"Dined on January 3, 2020",5,Awesome food and staff
BkCassie,"Dined on January 2, 2020",5,"I THOROUGHLY ENJOYED MY DINNER HERE! But make sure that you set your GPS to lower Manhattan because there is nothing going on at 150 Nassau Street in Brooklyn. After 7 PM would be the ideal time to go because you should be able to easily snag a parking spot in front of the restaurant.  The dining experience was 5-star because everything was full of flavor. I would caution that the appetizers are not enough for sharing but definitely order one of their unique Asian fusion options per person. The shining star was our 32 oz Prime steak which was cooked to the perfect temperature, wonderfully seasoned and accompanied by a generous amount of “au jus"" sauce. We also shared an order of crab fried rice which was delicious.   The awesome food was complimented by the stellar service provided by Jay. Being a fellow Capricorn, he made sure to pay us enough attention, kept the birthday boy's glass full at all time and even brought up a slice of red velvet cake at the right time. He set the bar so high that I wouldn't chance sitting in anyone else's section upon my next visit.  Looking for a great steak but needing more variety than your usual boring steakhouse sides then this is exactly where you need to dine!"
ABrad713,"Dined on January 2, 2020",5,"The food was amazing! The ambiance was perfect! And I couldn't say enough about our waiter Tony. Extremely attentive, gave us space so we didn’t feel pestered. He was able to answer all of our questions since it was our first time here. There wasn’t a long wait for our food. We spent 3 hours here and didn’t feel rushed one bit. And might I add the Philly cheesesteak dumplings are the BOMB! We definitely plan to come back. And they have organic choices!!!! Enough said!"
OpenTable Diner,"Dined on January 1, 2020",5,New Year / Anniversary
WDarling,"Dined on January 1, 2020",5,"I loved the chophouse/Asian combination - really interesting flavors!  Especially loved the dumplings and the fried rice, as well as the peanut butter cheesecake. The vibe is cozy and hip. I will definitely come here again!"
OpenTable Diner,"Dined on January 1, 2020",5,Great service great food just a tight areas for seating didnt have much elbow room at my table
1ladyj,"Dined on December 30, 2019",2,"Really disappointed with the experience and service. Loud setting, sat by two large party. Table was not cleaned (wet and I actually sat on a damp tray left on the seat). I was loving forward to a romantic but was quite unnerved by the nonchalant attitude of the seater and waiter throughout the meal. I will not be returning or recommending to others. Perhaps this is a better place for birthday parties."
OpenTable Diner,"Dined on December 28, 2019",5,One of the best places I’ve eaten in awhile.
Fendi,"Dined on December 27, 2019",5,Food was amazing lobster wontons is a taste u wanna have every day
OpenTable Diner,"Dined on December 27, 2019",1,Family Christmas celebration
OpenTable Diner,"Dined on December 26, 2019",5,"Amazing! Great service, great ambience. The food was amazing. Love the look and feel of the restaurant. A bit pricey though. Otherwise we can’t fault it! Loved it!"
OpenTable Diner,"Dined on December 25, 2019",5,"Brooklyn Chophouse was a very nice out. the ambiance was pleasant, food was good tasting and reasonably priced. The service was great. Me and my friend were seated at a smaller table and then kindly moved to a bigger table because of all the smaller plates we had. It was very thoughtful. Loved it and will be back definitely!"
kyky,"Dined on December 24, 2019",5,The food was delicious
Typerk,"Dined on December 24, 2019",5,Really good food and good vibes
GlennJ,"Dined on December 22, 2019",5,Great spot. I enjoyed my birthday dinner here. My family loved it. No complaints worth mentioning.!
AmaB,"Dined on December 21, 2019",5,Love this place. The food is so good. The ambiance is everything. I’ve been here so many times and each time it’s always a great experience.
TChamb,"Dined on December 19, 2019",3,Pre holiday dinner
TiffanyW,"Dined on December 17, 2019",5,We attended for a work lunch and found the lunch menus amazing! The service provided by Tony was exceptional and would go back just to be seated at one of his tables.
LatoyaB,"Dined on December 16, 2019",5,"I loved it. Great ambiance, hospitality. And music selection. Would definitely come again."
KaeM,"Dined on December 15, 2019",1,"There wasn’t a chance to have an experience. The visit turned into a 1.5 hour wait even with a reservation (that was made 2 weeks in advance). Decided to visit this place from Dallas with my friend (who happens to be a food critic). We were finally seated- asked for order, then to be told 20 mins later that there is not food. Waiter informed that Chef and staff has walked out. Here’s the icing on the cake, waiter noted that Manager would be over to discuss  and assumingely apologize. We waited an add’l 15 mins to be told by waiter that the Manager is busy and won’t be coming and basically we should just leave and they will take care of the cocktails we ordered. This is unacceptable! Never thought this would be how we end the night at 1:30am looking for food that we thought we made a reservation for.  Brooklyn Chop House should Chop it up! This type of service and experience will not sustain a business!"
Rock,"Dined on December 15, 2019",5,It was amazing!!! Service was excellent and so was the food. Will be returning soon.
troyez,"Dined on December 15, 2019",2,food was ok but not good. the atmosphere was good. the food was a little overpriced.
RachelW,"Dined on December 14, 2019",1,The food was fine. Waitstaff messes up our order and the two tables next to us orders as well. The music was far too loud. Went for graduation dinner and majorly wish we went elsewhere.
OpenTable Diner,"Dined on December 14, 2019",5,"Our first time at BCH and it did not disappoint!! We have gone to NYC every year for Christmas and always have a big family dinner somewhere special.  There are great restaurants in the city but this one was above that, it was exciting and memorable.  I’ve told everyone I talk to about the food!! We will be back!"
Alexia,"Dined on December 10, 2019",5,"Would definitely recommend to a friend. One of my favorite restaurants in the city. Try the bacon cheeseburger dumplings, lobster fried rice for two and sweet black bean chicken. To die for!!"
OpenTable Diner,"Dined on December 9, 2019",1,It wasn’t that great this time around
JustinR,"Dined on December 8, 2019",4,Steaks were great!  Bacon cheeseburger dumplings were great as well.
JazsmonJ,"Dined on December 8, 2019",5,Great food locations and ambiance.
HSedgwick,"Dined on December 8, 2019",5,"Awesome vibe, food was expedited quickly and staff was very observant and friendly. Will definitely be back."
Adnama10,"Dined on December 8, 2019",1,"We didn’t even stay for water.  Walked in and no one manning the reception podium.  Once the hostess arrived, we were seated at a table.  The water glasses were filthy - still had lipstick marks around the top.  No one came to our table for 10 minutes, even for water so we left."
Shannonj,"Dined on December 7, 2019",4,Brooklyn Chop house is very trendy but nice. A little crowded but that is to be expected from a hot spot. The music and ambiance were excellent while still serving great food.i can understand why some would say it was pricey but not any more than a top steak house would cost. The dumplings are well worth the visit alone.
OpenTable Diner,"Dined on December 7, 2019",3,"Overcrowded because of a holiday party, steaks were raw, had to get a hot plate to heat up the steak, drinks served warm everytime. Just not a good place for the price. Dim sun was good but pricey"
AndrewT,"Dined on December 4, 2019",2,Went there for lunch. The food has gone downhill. Ordered the steak sandwich which we were told was sliced filet Mignon. My friend sent his back bc it was sliced bits off the end of the steak which contains fat and grizzle. Waiter disappeared for all of the meal and no manager to be found. Sad to see because when they first opened it was better run. Other places nearby to spend my money at.
Aaliyah,"Dined on December 2, 2019",5,"The food was excellent, I do plan to go here again sometime this month, I loved it ."
OpenTable Diner,"Dined on December 1, 2019",5,"Great Vibe, Classy enough to dress up, but welcoming enough to come as you are and be yourself."
OpenTable Diner,"Dined on December 1, 2019",5,Food was so good as always! Good service. Drinks were good & strong. Very satisfied.
Madam,"Dined on November 29, 2019",5,Took my friend for her bday. Everything was perfect from beginning to end
OpenTable Diner,"Dined on November 25, 2019",5,First time here and i was Amazed! Food was wonderful ! Service was great !!! So happy i came today ! I will be back for sure !!!
MizzLadiNay,"Dined on November 24, 2019",5,Love it here every time I come!
OpenTable Diner,"Dined on November 24, 2019",5,My friend and I went to celebrate our accomplishments.
AllysaJ,"Dined on November 24, 2019",4,Great food! Great music! Great people around. We can’t wait to go back for some wontons
OpenTable Diner,"Dined on November 24, 2019",2,Took almost an hour to get our steaks. We finished our appetizers and then waited 25 minutes before our steaks came. By then we really didn’t have an appetite to eat steak anymore. Eating is not a start/stop exercise.
SavannahR,"Dined on November 24, 2019",5,The food was amazing and the service was excellent.
OpenTable Diner,"Dined on November 23, 2019",5,Love this restaurant and the food is always on point.
DoniA,"Dined on November 23, 2019",5,"The food and the atmosphere was amazing. My wife and I went there to celebrate our anniversary. We enjoyed the dumplings and rock shrimp to start and the main was a duck, orange chicken, and fried rice."
LaurenE,"Dined on November 23, 2019",4,"Great food, fun ambiance, great waiter service - but very confusing host service.  has happened on a few occasions (reservations not being honored, not very welcome when entering, etc.)  still think the place is worth going to for the food and fun vibe, and since the actual waitstaff seems very nice the chunk of the evening should be great here - but just be prepared for the start of it to be a little off compared to other similar restaurants who don't seem to have that problem."
Mikes,"Dined on November 23, 2019",4,Food was excellent. Drinks were excellent. Service was excellent. I have no complaints.
KeliaR,"Dined on November 20, 2019",5,Great service great food I loved everything I would definitely recommend this restaurant
JaphetR,"Dined on November 17, 2019",5,Love this place and will comeback again. The staff was super professional and organized. Very inviting.
TiffanyJ,"Dined on November 17, 2019",5,We went to Brooklyn Chop House for their dim sum brunch which was great. Our server Jay was so nice and welcoming. He was really great at suggesting drink and food items from their menu. The dim sum was really good but I did not care for the cheeseburger dumpling but the  pastrami dumpling was great!
Leonard,"Dined on November 17, 2019",5,Amazing experience and service
OpenTable Diner,"Dined on November 17, 2019",3,"Loud, crowded and over priced."
QuiannaW,"Dined on November 15, 2019",5,Great service owner seen and my boyfriend sitting for a while and made sure he got a waiter that wasn’t even our waiter to make sure we was being taking care of and my waiter Alexandar was excellent and I loved how they surprised my bf with a cake and ice cream on the house will definitely be returning
Altigua,"Dined on November 11, 2019",5,"Absolutely fantastic.  Food aand service were great.  Many choices, loved the organic chicken.  Will definitely be back!!"
OpenTable Diner,"Dined on November 10, 2019",2,Very expensive dumpling brunch
PHIL,"Dined on November 10, 2019",4,The food and overall service was great. Tables were too close together.
TinaD,"Dined on November 9, 2019",5,Great night out with girlfriends
OpenTable Diner,"Dined on November 7, 2019",2,"Very odd, greasy and flavorless square burger with three flat patties.  The bun was shaped like a triangle and it was too small. Reminded me of a Wendy’s burger but there’s is better.   The greens in the side salad were quite limp.  Not sure I’ll be back."
OpenTable Diner,"Dined on November 4, 2019",4,A bit pricey nice ambiance great music nice staff
JennyW,"Dined on November 4, 2019",4,2nd time at this location  The waiter was very slow
OpenTable Diner,"Dined on November 3, 2019",5,First time here for my birthday. And it was beyond what I expected! Everything was so good. They tried to sit us by the door where it was cold. After saying something twice the Hostos finally moved us. The perfect margarita was perfect! And the red velvet cake was to die for!
Natasha,"Dined on November 3, 2019",5,"The management at this Resturant was very accommodating, I had a party of 8 that turned into a party of 6, then went up to 9 and they accommodated my party. The food was great, they serve big servings where two people can eat together, not separately. I would recommend this Resturant."
StaceyM,"Dined on November 3, 2019",5,"Our experience was great. From the location, ambiance, music, bartenders, drinks, wait staff, crowd and last but definitely not least.....the food. Amazing!! A little wait time even with reservations but worth it."
smonique,"Dined on November 2, 2019",5,Great food and ambiance! Loved everything we ordered. Would definitely recommend to others.
KimberlyR,"Dined on November 2, 2019",5,"This was my first time but truly not my last. We had incredible waitstaff, we were greeted with a smile upon entering, even the bus attendants were a pleasure. Whatever you’re doing here, please keep it up."
BethanyF,"Dined on November 1, 2019",5,Every bit of my time at BCH was absolutely amazing!
AllisonH,"Dined on October 30, 2019",5,Decided that our last evening meal in nyc should be memorable. It was fantastic!! Cocktails to start were poured to our liking. The wedge salad and filet mignon were perfectly prepared! The sorbet was a refreshing finish.  Wonderful service for a perfect experience!
OpenTable Diner,"Dined on October 27, 2019",4,"I’ve had better experiences there, but this was a Saturday night. Although we had reservations we had to wait 20 minutes to be seated, not horrible. Once we were seated it took another 20 minutes just for water. I was served dinner with no napkins, my drink was incorrect, and when the food came we were missing something and ordered 4 things to begin with. The food was still great but the service wasn’t as great!"
OpenTable Diner,"Dined on October 27, 2019",5,A lot of darkness
ShakaraC,"Dined on October 27, 2019",2,"I was really excited to go to this restaurant! The ambiance was very nice, our waiter was great, but I did not care too much for the food that we ordered. We had the filet and lobster for two (I was not aware that it would come crispy. The steak was battered and fried) and the steak was a bit over cooked. The batter was a bit mealy and kind of gummy. To be honest, we thought it was just gross. One of the people with us ordered the ribeye and that was just okay as it was a bit overcooked as well and the flavor wasn't too great. The fried rice was good and I enjoyed the wine. I wouldn't go back or recommend."
IkeD,"Dined on October 26, 2019",5,My second visit to the restaurant and it was just as good as the first!  Thanks for a great evening!
AlnicaM,"Dined on October 25, 2019",4,"The ambiance was great, service was pleasant and fast. The only negative was my steak was not cooked to my requested temperature. Would definitely return/recommend."
PatrickD,"Dined on October 24, 2019",5,"Great atmosphere for that special occasion or gathering. Service was friendly, knowledgable and genuine."
EDWARDO,"Dined on October 24, 2019",5,"Ask for Stratis Morfogen, get a glass of wine and order the duck! Best Duck in NYC! Great place with special people- Ed OC"
ShantelW,"Dined on October 23, 2019",5,The service was great and the food was delicious! I def will return.
Phoenix,"Dined on October 21, 2019",5,"Came here for my mom's 55th birthday.  What I love about places like this is the ability to order a lot of food for the table and be able to eat communally.  We ordered the  Alaskan king crab legs, sweet and sour chicken,  braised short ribs, broccoli, and shrimp fried rice.  Everything was great, but the short ribs really took the cake.  I'm used to short ribs slathered in a sauce, usually barbecue.  I didn't miss that here at ALL.  I can tell that the flavor was intentionally built as every bite was amazing. Broccoli may seem basic, but it was anything but that at BCH; perfectly steamed, and seemed to be seasoned from within.  My mom and dad are some of the pickiest eaters-- it's often hard to get them to step out of their comfort zone, and they don't hesitate to let me know when they don't like something! BCH got rave reviews from them both, and I'm sure we all will be back. A special shout out to management for being accommodating of my mom's need to use accessibility options as she is in a scooter; everything was done with a smile and I'm so grateful for that."
DenaeJ,"Dined on October 20, 2019",5,"Had reservations arrived about 15min early, was seated right away . Waiter Emelio gave us menu asked if we have any questions explained things on the menu, took drink orders ...then we ordered the duck first ( takes 45 min to cook) while we still looking over menu .order appetizer crispy chicken wontons . Bottle of sweet white wine very tasty being I don’t drink but it was so good I had 3 glasses. Surf & turf Lobster tails & filet mignon melted in your mouth like butter!! Beef & broccoli, crispy chicken rice for two every thing was delicious and the chocolate cake is do die for ...super moist cake ..all I need was a glass of milk ...very expensive place but it was worth every penny ...after all it was my 50th birthday..you only live once treat your self !!"
GaryR,"Dined on October 20, 2019",5,"Chose to eat at Brooklyn Chop House to celebrate a Birthday, it turned out to be an excellent choice! Food, staff, ambiance were all good. I will definitely be back and I will recommend BCH to my friends. Thank you all so much for a job well done."
Zeta,"Dined on October 17, 2019",5,It was a great experience. It was my first time visiting and I’ll be sure to come back with my husband. I celebrated a friends birthday. Thanks again for the superb service.
JasonP,"Dined on October 13, 2019",5,Amazing food. Dumplings were great. The duck was my favorite.
OpenTable Diner,"Dined on October 13, 2019",5,Great we love it
LesleyLewis,"Dined on October 12, 2019",5,Brooklyn Chop House was amazing! I took my family there for my dads birthday and it was perfect! Lovely service and amazing food! Would highly recommend!!!
RAVENl,"Dined on October 10, 2019",5,I love the food and everyone was so nice !
benjaminp,"Dined on October 8, 2019",4,"Very cool space. Diverse , eclectic menu.  Very tasty. Excellent service from Friendly and knowledgeable staff"
CheynelleP,"Dined on October 6, 2019",5,"From the host, to our amazing waitress and the chef this was a wonderful experience, thank you. First time here for my cousins birthday and a treat to my dad who never goes out and the service was A+ (He is still talking about the food). The great music flowing and amazing flavorful food, we had a wonderful time. Will be back for my Birthday soon"
PamelaL,"Dined on October 6, 2019",5,"Innovative menu combining Chinese with chops, fun, energetic atmosphere in interesting multi level space. Definitely a special occasion spot with lots of birthday celebrations - the sparkler toped cake wedge will not disappoint. Colorful, fun crowd, we had a great night dining there!"
Carl,"Dined on October 5, 2019",3,The food was ok but very overpriced. The apple wonton desert was horrible and worth no more then $3.00. It got very ghetto in the restaurant when a group of 20 people came in and was allowed to roll up blunts and smoke weed inside of the restaurant and the manager allowed it. I won’t come back
MorganR,"Dined on October 5, 2019",5,I had an optometrist visit this establishment for a date and it was a wonderful experience
OpenTable Diner,"Dined on October 5, 2019",5,"This place was everything I hoped it would be. The menu is fantastic along with the chefs. The server we had, Jaiquan, was one of the best servers I’ve ever had. He was personable and easy going(didn’t rush us to make a food choice), answered any questions, and just all around seemed like a nice person. Steak was cooked to perfection and the rest of our choices were amazing and in good portions, we did not leave hungry. The restaurant itself is pretty relaxed with chill but good music selections playing in the background. I wouldn’t hesitate to come here for anything from a quick drink and bite to eat at the bar, to an anniversary dinner, or a group of friends out for a good time. I will definitely be back."
amf25,"Dined on October 4, 2019",4,"I went for dinner with friends and the service was great. The food was better than I expected. This place has a nice ambiance and is good for a variety of events like birthdays, dates, dinner with friends etc. It’s not casual. I felt that we got a good value and the prices were worth it."
SchanequaK,"Dined on October 4, 2019",4,"The food, drinks, and service were delicious. Ambiance was beautiful.  Crowd was mixed and pleasant.  We were able to eat and then just sit back and talk for hours. We definitely will be back."
OpenTable Diner,"Dined on October 2, 2019",5,"Our server jay was amazing and attentive. He made our total experience memorable. The food was great, ambiance was enticing. I loved it! One of my top five restaurants"
Flores,"Dined on September 30, 2019",5,"Amazing place. The food was super good. The service was great, all stuff members making sure everything is good.  But price but definitely worth it."
DeronL,"Dined on September 29, 2019",5,Awesome 👍😎 This is one of my favorite restaurant in New York City
Cacrown,"Dined on September 29, 2019",5,I will give you one recommendation get the Peking duck all food was A+
LALORI502,"Dined on September 29, 2019",5,Absolutely outstanding experience. The food is beyond excellent
Luv2dine25,"Dined on September 26, 2019",5,My birthday
OpenTable Diner,"Dined on September 24, 2019",5,"Good, nice vibes"
Asia,"Dined on September 22, 2019",5,Food was amazing music was was great ! Perfect vibes for date family or just for wanting to get a bite to eat! Love it!
OpenTable Diner,"Dined on September 22, 2019",5,Anniversary dinner. Delicious food.
GaryJ,"Dined on September 17, 2019",5,Everything was awesome!
OpenTable Diner,"Dined on September 16, 2019",5,"Amazing ambiance, great music, absolutely yummy food"
Shelly,"Dined on September 16, 2019",5,"Awesome venue and menu, my second time here and it won’t be my last. My favorite dish is their broiled whole fish, I’ve had the Branzino and the Snapper....Both were DIVINE! I highly recommend."
OpenTable Diner,"Dined on September 14, 2019",5,Food was delicious and the service was impeccable.
OpenTable Diner,"Dined on September 14, 2019",5,Loved it my son and I had a great time
